Full_Name,Country,Wins,Loses,Decision,Wins_By_KO,Loses_By_KO,Wins_By_Submission,Loses_By_Submission
Baack Paula,,0,2,0,0,0,0,0
Baars Jorina,,0,2,0,0,2,0,0
Baatarkhuu Enkh-Orgil,,0,1,0,0,1,0,0
Baba Yuki,JPN,0,4,0,0,2,0,2
Babadivand Mohammad,SWE,0,0,0,0,0,0,0
Babaev Agshin,SWE,1,0,0,0,0,0,0
Babaev Maftun,SWE,0,1,0,0,1,0,0
Babahanov Bakmurad,SWE,0,1,0,0,1,0,0
Babakulov Daniyar,KGZ,0,1,0,0,0,0,1
Babbi Angelica,KGZ,0,1,0,0,0,0,1
Babbs Justin,KGZ,0,1,0,0,0,0,0
Babchuk Nicholas,KGZ,0,1,0,0,0,0,1
Babcock Danny,KGZ,1,3,0,1,0,0,0
Babcock Jen,KGZ,0,1,0,0,1,0,0
Babcock Roy,KGZ,0,2,0,0,1,0,1
Babe Marvin,USA,0,4,0,0,1,0,3
Babene Gregory,FRA,,,,6,2,,
Babich Evgeni,FRA,0,2,0,0,1,0,1
Babich Vasily,UKR,,,,3,0,6,2
Babik Lukasz,UKR,0,1,0,0,0,0,1
Babkir Victor,UKR,0,1,0,0,1,0,0
Baby Eduardo,UKR,0,1,0,0,0,0,1
Baca Andres,UKR,0,1,0,0,1,0,0
Baca Frank,USA,0,4,0,0,0,0,3
Baca Moses,USA,0,1,0,0,0,0,0
Baca Vern,USA,0,1,0,0,1,0,0
Bacaglini Douglas,BRA,0,1,0,0,1,0,0
Bacallao Josh,BRA,0,2,0,0,1,0,0
Baccam Anthony,USA,2,1,0,0,1,1,0
Bachman John,USA,1,0,0,0,0,1,0
Bachman Victor,USA,1,2,0,0,0,0,2
Bachmeier Chris,USA,2,0,0,1,0,1,0
Bachorz Andrzej,USA,0,2,0,0,1,0,1
Bachu Mihai,USA,0,1,0,0,0,0,1
Bachy Jeremy,USA,0,1,0,0,0,0,1
Bacic Ivan,USA,0,1,0,0,0,0,1
Bacik Michal,POL,1,0,0,0,0,0,0
Back Thomas,POL,0,2,0,0,0,0,0
