Full_Name,Country,Decision,Wins_By_KO,Loses_By_KO,Wins_By_Submission,Loses_By_Submission,Champion
Academy Felipe,BRA,0.0,0.0,0.0,0.0,0.0,0
Acantilado Maui,BRA,0.0,0.0,2.0,0.0,0.0,0
Ace Corey,BRA,0.0,0.0,0.0,0.0,0.0,0
Acevedo Chris,BRA,0.0,0.0,1.0,0.0,0.0,0
Acevedo Juan,BRA,0.0,0.0,1.0,0.0,0.0,0
Acevedo Rosa,USA,0.0,0.0,1.0,1.0,0.0,0
Achhal Iman,USA,0.0,0.0,0.0,0.0,0.0,0
Achilli Alfredo,ITA,0.0,0.0,0.0,0.0,2.0,0
Achorn Austin,ITA,0.0,0.0,1.0,0.0,0.0,0
Acioly Barbara,BRA,0.0,1.0,1.0,2.0,2.0,0
Ackah Bernard,BRA,0.0,0.0,1.0,0.0,1.0,0
Ackel Landon,BRA,0.0,0.0,0.0,0.0,1.0,0
Acker Terry,BRA,0.0,0.0,0.0,0.0,1.0,0
Acker Troy,BRA,0.0,0.0,1.0,0.0,0.0,0
Ackerman Cole,USA,0.0,0.0,1.0,0.0,1.0,0
Ackerman Jason,USA,0.0,0.0,1.0,0.0,0.0,0
Ackerman Ryan,USA,0.0,0.0,1.0,0.0,1.0,0
Ackles Chaz,USA,0.0,1.0,0.0,0.0,0.0,0
Acorn Matt,USA,0.0,0.0,1.0,0.0,0.0,0
Acosta Bradie,USA,0.0,0.0,1.0,0.0,0.0,0
Acosta Buckley,USA,0.0,0.0,2.0,0.0,1.0,0
Acosta David,USA,0.0,2.0,0.0,3.0,1.0,0
Acosta James,USA,0.0,0.0,0.0,0.0,1.0,0
Acosta Jorge,USA,0.0,0.0,1.0,0.0,0.0,0
Acosta Mike,USA,0.0,0.0,0.0,0.0,0.0,0
Acosta Nayra,USA,0.0,0.0,1.0,0.0,0.0,0
Acosta Omar,USA,0.0,0.0,2.0,0.0,0.0,0
Acosta Ralph,USA,0.0,3.0,2.0,0.0,0.0,0
Acquaviva Adam,USA,0.0,2.0,1.0,1.0,0.0,0
Acs Laszlo,USA,0.0,0.0,0.0,0.0,0.0,0
Acuna Daniel,MEX,0.0,0.0,0.0,0.0,0.0,0
Acuna Eric,MEX,0.0,0.0,1.0,0.0,0.0,0
Acuna Fabian,MEX,0.0,0.0,0.0,0.0,1.0,0
Acuna Jose,MEX,0.0,0.0,0.0,0.0,0.0,0
Adachi Akihiko,JPN,1.0,0.0,0.0,0.0,1.0,0
Adachi Takumi,JPN,0.0,0.0,0.0,0.0,0.0,0
Adaev Amirkhan,RUS,0.0,0.0,2.0,0.0,0.0,0
Adamballi Marco,RUS,0.0,0.0,1.0,0.0,0.0,0
Adamchuk Sergey,RUS,0.0,0.0,0.0,0.0,1.0,0
Adamcik Pete,RUS,0.0,0.0,1.0,0.0,0.0,0
Adamcik Peter,RUS,0.0,0.0,0.0,0.0,0.0,0
Adamczyk Krzysztof,POL,0.0,0.0,1.0,0.0,0.0,0
Adame Jesus,POL,0.0,0.0,0.0,0.0,3.0,0
Adamia Beno,POL,0.0,0.0,1.0,0.0,1.0,0
Adams Anthony,USA,0.0,1.0,0.0,0.0,0.0,0
Adams Arnold,USA,0.0,1.0,2.0,0.0,1.0,0
Adams Brandon,USA,0.0,0.0,1.0,0.0,0.0,0
Adams Chris,USA,0.0,0.0,0.0,0.0,0.0,0
Adams Daron,USA,0.0,0.0,1.0,0.0,0.0,0
Adams Devin,USA,0.0,0.0,0.0,0.0,0.0,0
Adams Donte,USA,0.0,0.0,0.0,0.0,2.0,0
Adams Dustin,USA,0.0,0.0,0.0,0.0,0.0,0
Adams Fabiano,USA,0.0,0.0,0.0,0.0,2.0,0
Adams Grisha,ENG,0.0,0.0,0.0,0.0,1.0,0
Adams Johnny,ENG,0.0,0.0,1.0,1.0,0.0,0
Adams Jon,ENG,1.0,0.0,2.0,0.0,0.0,0
Adams Juan,USA,0.0,5.0,2.0,0.0,0.0,0
Adams Kevin,USA,0.0,0.0,1.0,0.0,0.0,0
Adams Kolby,USA,0.0,0.0,1.0,0.0,1.0,0
Adams LJ,USA,0.0,0.0,0.0,0.0,0.0,0
Adams Luke,USA,0.0,0.0,0.0,0.0,1.0,0
Adams Mark,ENG,0.0,1.0,0.0,3.0,0.0,0
Adams Michael,ENG,0.0,0.0,1.0,0.0,1.0,0
Adams Mike,CAN,0.0,1.0,1.0,3.0,2.0,0
Adams Randall,CAN,0.0,0.0,1.0,0.0,0.0,0
Adams Reggie,CAN,0.0,0.0,0.0,0.0,0.0,0
Adams Reginald,CAN,0.0,0.0,0.0,0.0,0.0,0
Adams Scott,CAN,0.0,0.0,0.0,1.0,0.0,0
Adams Steve,CAN,0.0,0.0,0.0,0.0,0.0,0
Adams Tori,CAN,0.0,0.0,0.0,0.0,0.0,0
Adams Travis,CAN,0.0,0.0,1.0,0.0,0.0,0
Adams Tyris,CAN,0.0,0.0,0.0,0.0,1.0,0
Adamson Brandon,CAN,0.0,0.0,0.0,0.0,3.0,0
Adaniya Takahiro,CAN,0.0,0.0,0.0,0.0,1.0,0
Adaniya Tomohiro,CAN,0.0,0.0,0.0,0.0,0.0,0
Adao Anderson,BRA,0.0,0.0,0.0,0.0,1.0,0
Adas Arda,GER,0.0,0.0,1.0,0.0,0.0,0
Adashev Zarrukh,UZB,0.0,2.0,1.0,0.0,1.0,0
Adaszak Krzysztof,UZB,0.0,0.0,1.0,0.0,0.0,0
Adcock James,USA,0.0,3.0,1.0,2.0,3.0,0
Addario Bastos Rafael,USA,0.0,0.0,1.0,0.0,0.0,0
Addie Jamie,USA,0.0,0.0,1.0,0.0,0.0,0
Ade Chris,USA,0.0,0.0,3.0,0.0,0.0,0
Adeev Dmitriy,USA,0.0,0.0,0.0,0.0,1.0,0
Adelbai Slade,MNP,0.0,0.0,1.0,0.0,0.0,0
Adelina Michell,MNP,0.0,0.0,0.0,0.0,1.0,0
Ademaj Marvin,MNP,0.0,0.0,0.0,1.0,0.0,0
Adeniran Shola,MNP,0.0,1.0,0.0,0.0,0.0,0
Adesanya Israel,NGR,0.0,0.0,0.0,0.0,0.0,0
Adetola Pelu,ENG,0.0,0.0,3.0,0.0,2.0,0
Adiatov Alpamys,KAZ,0.0,0.0,0.0,0.0,1.0,0
Adiwang Lito,PHI,0.0,6.0,0.0,4.0,2.0,0
Adjoudj Asael,PHI,0.0,1.0,0.0,1.0,0.0,0
Adkins Andrew,PHI,0.0,0.0,0.0,0.0,0.0,0
Adkins Derrick,USA,0.0,0.0,2.0,5.0,1.0,0
Adkins Gemiyale,USA,0.0,3.0,0.0,1.0,0.0,0
Adkins George,USA,0.0,0.0,1.0,0.0,0.0,0
Adkins Sam,USA,0.0,1.0,1.0,0.0,4.0,0
Admire Beau,USA,0.0,0.0,0.0,0.0,1.0,0
Adney Rebecca,USA,0.0,0.0,0.0,0.0,0.0,0
Adoli Abdumonim,USA,0.0,0.0,1.0,0.0,0.0,0
Adomulyte Evelyn,USA,1.0,0.0,0.0,0.0,0.0,0
Adriane Monique,BRA,0.0,0.0,0.0,0.0,0.0,0
Adriano Jeremiah,BRA,0.0,0.0,0.0,0.0,1.0,0
Adriano Jose,BRA,0.0,0.0,0.0,0.0,1.0,0
Adriano Munil,BRA,0.0,0.0,2.0,0.0,0.0,0
Adsit Mike,BRA,0.0,0.0,0.0,0.0,1.0,0
Adur Marcel,BRA,0.0,2.0,0.0,0.0,0.0,0
Aduzov Timur,BRA,0.0,0.0,1.0,0.0,0.0,0
Adwan Rakan,BRA,0.0,0.0,0.0,0.0,2.0,0
Adzhiev Rasul,RUS,0.0,0.0,0.0,0.0,1.0,0
Adzitso Koffi,USA,0.0,0.0,1.0,0.0,1.0,0
Aerts Peter,USA,0.0,0.0,0.0,0.0,0.0,0
Aeschlimann Alan,USA,0.0,0.0,1.0,0.0,0.0,0
Afanasenko Vladimir,USA,0.0,0.0,0.0,0.0,1.0,0
Afashagov Beslan,USA,0.0,0.0,1.0,0.0,0.0,0
Afful Abeku,USA,0.0,0.0,0.0,0.0,1.0,0
Afia Mahmoud Mohamed,USA,0.0,0.0,0.0,1.0,0.0,0
Afonso Tiago,BRA,0.0,0.0,0.0,0.0,2.0,0
Agaev Baga,RUS,0.0,1.0,3.0,3.0,4.0,0
Agaev Elnur,RUS,0.0,0.0,0.0,0.0,1.0,0
Agaev Emin,RUS,0.0,0.0,1.0,0.0,0.0,0
Agaev Magomedbag,RUS,0.0,0.0,4.0,1.0,1.0,0
Agaev Selim,GER,0.0,0.0,0.0,0.0,1.0,0
Agafonov Alexander,GER,0.0,0.0,1.0,0.0,0.0,0
Agallar Nick,GER,0.0,0.0,2.0,0.0,0.0,0
Agapova Mariya,KAZ,0.0,3.0,1.0,5.0,0.0,0
Agayev Azer,KAZ,0.0,0.0,0.0,0.0,1.0,0
Agazarm AJ,USA,0.0,0.0,0.0,2.0,0.0,0
Ageday Danny,USA,0.0,0.0,0.0,0.0,1.0,0
Ageday Derrick,USA,0.0,0.0,1.0,0.0,1.0,0
Agee Robert,USA,0.0,0.0,0.0,0.0,0.0,0
Agenord Yvon,USA,0.0,0.0,1.0,0.0,0.0,0
Ager Tim,USA,0.0,0.0,0.0,0.0,1.0,0
Aglarov Magomednur,RUS,0.0,0.0,0.0,0.0,1.0,0
Agnaev Batraz,RUS,0.0,3.0,0.0,1.0,1.0,0
Agosta Todd,RUS,0.0,0.0,0.0,0.0,0.0,0
Agostini Joseph,RUS,0.0,0.0,0.0,0.0,0.0,0
Agranat Arthur,RUS,0.0,0.0,0.0,0.0,1.0,0
Agrba Rolandas,RUS,0.0,0.0,0.0,0.0,1.0,0
Aguayo Jose,USA,0.0,0.0,1.0,0.0,0.0,0
Agudo Vinicius,USA,0.0,0.0,0.0,0.0,0.0,0
Aguero Maria,USA,0.0,0.0,1.0,0.0,0.0,0
Aguiar Daniel,USA,0.0,0.0,0.0,0.0,0.0,0
Aguiar Fabio,BRA,0.0,9.0,1.0,5.0,0.0,0
Aguiar Jainne Lais,BRA,0.0,0.0,0.0,0.0,1.0,0
Aguiar Jhon,BRA,0.0,0.0,1.0,0.0,0.0,0
Aguiar Juliana,BRA,0.0,0.0,1.0,0.0,2.0,0
Aguiar Lucio,BRA,0.0,0.0,1.0,0.0,0.0,0
Aguiar Marcelo,BRA,0.0,0.0,2.0,0.0,0.0,0
Aguiar Mayara,BRA,0.0,0.0,2.0,0.0,0.0,0
Aguiar dos Santos Thiago,BRA,0.0,0.0,0.0,0.0,0.0,0
Aguida Charles Mariano,BRA,0.0,0.0,1.0,0.0,0.0,0
Aguila Ulyses,USA,0.0,1.0,0.0,5.0,0.0,0
Aguilar Alejandro,MEX,0.0,0.0,2.0,0.0,0.0,0
Aguilar Andrew,MEX,0.0,0.0,0.0,0.0,0.0,0
Aguilar Armando,MEX,0.0,0.0,1.0,0.0,0.0,0
Aguilar Dino,MEX,0.0,1.0,0.0,0.0,0.0,0
Aguilar Edwin,MEX,0.0,1.0,4.0,0.0,3.0,0
Aguilar Gil,MEX,0.0,0.0,1.0,0.0,0.0,0
Aguilar Gilberto,MEX,0.0,0.0,0.0,0.0,4.0,0
Aguilar Jessica,USA,0.0,3.0,0.0,8.0,2.0,0
Aguilar Kevin,USA,0.0,0.0,0.0,1.0,0.0,0
Aguilar Marco,USA,0.0,0.0,0.0,0.0,0.0,0
Aguilar Mario,USA,0.0,0.0,0.0,0.0,0.0,0
Aguilar O.J.,USA,0.0,0.0,0.0,0.0,1.0,0
Aguilar Rudy,USA,0.0,0.0,1.0,0.0,0.0,0
Aguilar Alvarado Oscar Rene,USA,0.0,0.0,0.0,0.0,1.0,0
Aguilera Aidan,AUS,0.0,0.0,1.0,0.0,0.0,0
Aguilera Christian,USA,0.0,0.0,0.0,0.0,2.0,0
Aguirre Ashley,USA,0.0,0.0,0.0,0.0,0.0,0
Aguirre Daniel,USA,0.0,0.0,0.0,0.0,0.0,0
Aguirre David,USA,1.0,0.0,0.0,0.0,0.0,0
Aguirre Robert,USA,0.0,0.0,0.0,0.0,0.0,0
Aguirre Elias Luan,USA,0.0,0.0,0.0,1.0,0.0,0
Agujev Arbi,AUT,0.0,0.0,1.0,0.0,1.0,0
Aguon A.J.,AUT,0.0,0.0,0.0,0.0,0.0,0
Aguon Kyle,AUT,0.0,0.0,0.0,0.0,1.0,0
Agushi Sam,AUT,0.0,0.0,1.0,0.0,0.0,0
Agussol Kevin,AUT,0.0,0.0,0.0,0.0,0.0,0
Agustin Michelle,AUT,0.0,0.0,0.0,0.0,0.0,0
Ahady Milan,AUT,0.0,0.0,0.0,0.0,0.0,0
Ahern Denis,IRL,0.0,0.0,0.0,0.0,1.0,0
Ahlberg Martin,SWE,0.0,0.0,0.0,0.0,1.0,0
Ahlert Joe,SWE,0.0,0.0,0.0,0.0,1.0,0
Ahmad Bashir,SWE,0.0,0.0,2.0,0.0,1.0,0
Ahmad Ihmad,SWE,0.0,0.0,0.0,0.0,1.0,0
Ahmadyar Salaiman,SWE,0.0,0.0,1.0,0.0,0.0,0
Ahmala Mikko,FIN,0.0,0.0,1.0,0.0,0.0,0
Ahmatkhanov Zelimkhan,FIN,0.0,0.0,0.0,0.0,0.0,0
Ahmed Ola,FIN,0.0,0.0,0.0,0.0,1.0,0
Ahmic Ajlin,FIN,0.0,0.0,0.0,0.0,1.0,0
Ahn Jae Young,FIN,0.0,0.0,0.0,0.0,0.0,0
Ahn Sang II,FIN,0.0,0.0,0.0,0.0,0.0,0
Ahn Seong Yeol,SKO,0.0,0.0,0.0,0.0,0.0,0
Ahnee Dominic,SKO,0.0,0.0,0.0,0.0,0.0,0
Ahouli Enis,SKO,0.0,0.0,0.0,0.0,1.0,0
Ahrens Per,SKO,0.0,0.0,1.0,0.0,0.0,0
Ahrens Tom,SKO,0.0,0.0,3.0,1.0,1.0,0
Aibazov Murat,SKO,0.0,0.0,1.0,0.0,0.0,0
Aibek Uulu Aibek,SKO,0.0,0.0,1.0,0.0,0.0,0
Aidaralieva Eliza,SKO,0.0,0.0,1.0,0.0,0.0,0
Aiello Andy,SKO,0.0,1.0,0.0,0.0,1.0,0
Aikawa Yuya,SKO,0.0,0.0,1.0,0.0,0.0,0
Aiken Charleston,MNP,0.0,0.0,1.0,0.0,1.0,0
Aikhan Aydin,TUR,0.0,0.0,1.0,0.0,0.0,0
Ailimubai Jiaerken,TUR,0.0,0.0,1.0,0.0,0.0,0
Ailton Borges da Silva Antonio,BRA,0.0,0.0,1.0,0.0,0.0,0
Aimable Steve,ENG,0.0,0.0,0.0,0.0,1.0,0
Aiman Muhammad,ENG,0.0,0.0,1.0,0.0,0.0,0
Aimes Kenneth,ENG,0.0,0.0,2.0,0.0,0.0,0
Aina Mike,USA,0.0,0.0,0.0,0.0,0.0,0
Ainsworth Nate,USA,0.0,0.0,1.0,0.0,0.0,0
Aioiani Ramaz,USA,0.0,0.0,0.0,0.0,1.0,0
Aiono Tua,USA,0.0,0.0,0.0,0.0,1.0,0
Aires Kenny,USA,0.0,0.0,0.0,0.0,0.0,0
Airton Jose,BRA,0.0,0.0,1.0,0.0,0.0,0
Ait Yachou Abdelali,MAR,0.0,0.0,0.0,0.0,1.0,0
Aitieva Umutkan,MAR,0.0,0.0,1.0,0.0,0.0,0
Aitkens Evan,MAR,0.0,0.0,0.0,0.0,0.0,0
Aivazian Mykola,MAR,0.0,0.0,0.0,0.0,1.0,0
Aivazyan Garik,MAR,0.0,0.0,0.0,0.0,1.0,0
Ajala Edna Oliveira,MAR,1.0,0.0,1.0,0.0,1.0,0
Ajala da Silva Caiubi,BRA,0.0,0.0,1.0,0.0,0.0,0
Ajian Marcus,BRA,0.0,0.0,0.0,0.0,4.0,0
Ajim Ashiek,BRA,0.0,0.0,1.0,0.0,0.0,0
Ajoleza Adrian,BRA,0.0,0.0,1.0,0.0,0.0,0
Akaba Timur,BRA,0.0,0.0,0.0,0.0,0.0,0
Akagi Toshimichi,BRA,1.0,0.0,0.0,0.0,0.0,0
Akagi Yasuhiro,BRA,0.0,0.0,1.0,0.0,1.0,0
Akano Hitomi,JPN,0.0,0.0,1.0,0.0,0.0,0
Akao Seiji,JPN,0.0,0.0,1.0,0.0,0.0,0
Akasaki Katsuhisa,JPN,0.0,0.0,0.0,0.0,0.0,0
Akazawa Yukinori,JPN,0.0,0.0,1.0,0.0,0.0,0
Akbari Dustin,JPN,0.0,0.0,0.0,0.0,1.0,0
Akbulut Gulabi,JPN,0.0,0.0,0.0,0.0,0.0,0
Akbulut Timur,JPN,0.0,0.0,0.0,0.0,1.0,0
Akchich Anwar,JPN,0.0,0.0,1.0,0.0,0.0,0
Akdas Ilbey,JPN,0.0,0.0,1.0,0.0,0.0,0
Akeo Braydon,USA,0.0,0.0,0.0,0.0,0.0,0
Akers Rowdy,USA,0.0,0.0,0.0,0.0,1.0,0
Akhadullaev Ramazan,USA,0.0,0.0,0.0,0.0,0.0,0
Akhiadov Lamberd,USA,0.0,0.0,0.0,0.0,1.0,0
Akhmadbekov Kamardin,USA,0.0,0.0,1.0,0.0,0.0,0
Akhmarov Rustam,USA,0.0,0.0,0.0,0.0,0.0,0
Akhmed Said,USA,0.0,0.0,1.0,0.0,0.0,0
Akhmedov Aigun,RUS,1.0,0.0,0.0,0.0,0.0,0
Akhmedov Ali,RUS,0.0,0.0,0.0,0.0,1.0,0
